yrmo,vendor,invoiceno,amount
202304,Barnes and Thornburg (Investments),3085080,79162.28
202304,Bats,SIMP0323-ZE,1100.0
202304,Bats,SIMP0323-YE,1100.0
202304,Bats,SIMP0323-XE,1100.0
202304,Bats,SIMP0323-AE,1100.0
202304,Bats,SMPX0323-MD,30255.64
202304,Bats,SIMP0323-MD,94363.17
202304,Bats,SIMH0323-MD,36490.0
202304,Bats,SMPX0123-YE,43.6
202304,Bats,SMPX0223-YE,43.6
202304,Bats,SMPX0123-XE,70.85
202304,Bats,SMPX0223-XE,70.85
202304,Bats,SMPX0123-ZE,70.85
202304,Bats,SMPX0223-ZE,70.85
202304,Bats,SMPX0123-AE,43.6
202304,Bats,SMPX0223-AE,43.6
202304,Bats,SMPX0323-ZE,70.85
202304,Bats,SMPX0323-YE,43.6
202304,Bats,SMPX0323-XE,70.85
202304,Bats,SMPX0323-AE,43.6
202304,Bay Networks,8103,17633.78
202304,Bay Networks,8119,75807.36
202304,Baycrest,896-3-2023,28072.5
202304,BGC,BGC-Mar-2023-00003793,2150.0
202304,BGC,BGC-Mar-2023-00002091,14855.5
202304,Bloomberg,5607434506,35000.0
202304,Bloomberg Colin Batko,5607434183,18472.42
202304,Bloomberg N.Miczek,5607411465,24667.51
202304,BMO,SMPLXTRD_23Mar28,35560.0
202304,BNP Paribus,BNPP_Mar_2023_022_00,5092.0
202304,Bridgeview,TGS/NY/SIMP-CH/BLSTD/03/2023,2775.0
202304,BTIG,47884,8900.0
202304,Canaccord,202303,20866.0
202304,CDW Direct,HP88821,14353.88
202304,CIBC World Markets,GUS03312023,8855.0
202304,Citigroup ,SPLX202303,1248.31
202304,Citigroup Global Markets ,SMPLX76823031,2500.0
202304,Cloud9 Technologies LLC,12404,3974.56
202304,Cloud9 Technologies LLC,13212,1501.74
202304,CME (Holdings),CI-MD1890061,2939.8
202304,CME (Tech) Auto,CI-00133012,37805.0
202304,CME (Trading - Auto),CI-00133395,22000.0
202304,CME (Trading ),CI-00133263,500.0
202304,CME (Trading ),CI-00133572,1000.0
202304,CME (Trading) David Lohmann,CI-00130043,100.0
202304,CME (Trading) David Lohmann,CI-00130450,200.0
202304,CME (Trading) Lester Crockett,CI-00129478,58.86
202304,ComEd,UNIT 8HP2-202304,1893.54
202304,Conduent,1675628,31.5
202304,Cowen,24396,20026.0
202304,Crafty,G50618,958.36
202304,Crafty,G50636,832.69
202304,Crafty,G50648,808.79
202304,Crafty,G50672,1059.31
202304,Crafty,G50707,645.89
202304,Crafty,G50727,1502.62
202304,Crafty,G50986,761.24
202304,Crafty,G50955,1306.92
202304,Crafty,G50814,821.01
202304,Crafty,G50768,875.31
202304,Crafty,G51009,803.6
202304,Crafty,G51074,806.46
202304,Crafty,G51030,757.24
202304,Crafty,G51086,701.28
202304,Crafty,G51099,859.1
202304,Crafty,G51158,897.24
202304,Crafty,G51153,607.29
202304,Crafty,G51125,839.66
202304,Credit Suisse,0323-SIMTGS,673.98
202304,Credit Suisse,0323-SIMPBAML2,322.29
202304,Credit Suisse,0323-SIMPBAML,606.19
202304,Credit Suisse,0323-SIMTGS2,332.78
202304,Credit Suisse (IDB),2023030036,9299.0
202304,Crown Castle,1317299,32603.55
202304,DASH,INV202303053,88230.42
202304,Dealerweb,688281,19250.0
202304,Dow Jones,40168544,13830.37
202304,Dynamex Trading,32440,250.0
202304,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/03/2023,8040.0
202304,Equinix,100210464837,150426.82
202304,Evercore ISI,202303,3962.5
202304,FactSet,9KGH2304,2188.32
202304,Fast Market Options,2321,11982.0
202304,Fast Market Options,2331,50068.5
202304,Fast Market Options,2325,29437.5
202304,Federal Reserve Bank of Chicago,2023308MAY,7104.97
202304,Fitness Formulas Club,RPW192-202304,440.0
202304,Fog Equities,202303SIMP,3321.93
202304,Fog Equities,202303SIMP-GS,5052.58
202304,Forte,FSU-INV2452-01,700.0
202304,GFI,GFI-Mar-2023-0000985,12925.0
202304,GFI A.Cozzie,GFI-Mar-2023-00002799,750.0
202304,Global Relay,SIN590396,763.0
202304,Goldman Sachs,115560GSCO0323USD1,2328.4
202304,Good game operations LLC,27,3466.66
202304,GTT Americas ,INV7523839,558.66
202304,GuavaTech,1-25696,1251.67
202304,Guggenheim,EQOP2023-147,3450.0
202304,Hamilton,SIMMar23-102422,3375.0
202304,Hudson Fiber/Extenet Telecom Solutions,FTI-000012728,11551.12
202304,ICAP,NE/36293U/ESO/0323 -210809,31282.0
202304,Instinet,E004TR2303,820064.34
202304,Intelligent Cross,SIMP202304,1211.35
202304,Intelligent Cross,SXTD202304,2233.06
202304,Interactive Brokers,54198,327228.57
202304,INTL FCStone,DAL-SIMPLE0323-1,12108.5
202304,Investors Exchange LLC,INV8982,3000.0
202304,James Moyna CPA,1949,6000.0
202304,Jefferies,Mar 202310551-SIMP5,12913.0
202304,Jones Trading,0323SIMPLX,24449.0
202304,JP Morgan (ECS),ECS00153202303,423.93
202304,Katten Muchin Rosenman LLP,9020120177,154032.66
202304,Katten Muchin Rosenman LLP,9020120223,2904.0
202304,Lakeshore Securities,0323-0103KK4V          ,21993.0
202304,Lakeshore Securities,0323-0103KK4Z          ,153.0
202304,Lazare Printing Co.,105521,418.12
202304,Level,2023030078,1182.47
202304,Level,2023030074,476.89
202304,Libucki,202303SIMP,5891.44
202304,Macro Risk Advisors,7876,5375.0
202304,Magen,MAG2303USD/Simplex/2072,21442.5
202304,Marcum ,10IN50265574,37100.0
202304,Marex,100410-202303,50677.5
202304,Mark IV Brokerage LLC,Simplex202303,42904.4
202304,Market Securities,LMOR00000527,1088.0
202304,Matrix A. Cozzie,9650323,2152.0
202304,Matrix Executions (Brian Schaer),8140323,39807.2
202304,Matrix Executions (Consolidator),622032023,61219.87
202304,Matrix Executions (Consolidator),6220323-3,52663.67
202304,Matrix Executions (HT),6040323,32372.5
202304,Maxim,202303,5341.5
202304,Mayer Brown,100066757,13815.5
202304,McKay Brothers LLC,MBU/2023/0483,3198.75
202304,Memx LLC,C0001593,6397.5
202304,Memx LLC,MD0001025,5373.7
202304,Miax Equities,H097 20230301-20230331,26833.0
202304,Mizuho,2750323,2995.0
202304,Nasdaq Stock Market,0423BSX314932,1000.0
202304,Nasdaq Stock Market,0423PSX315322,1000.0
202304,Nasdaq Stock Market,0423MDD000441,76788.72
202304,Nasdaq Stock Market,0423NQX316148,143823.52
202304,Nasdaq Stock Market,0423UTP317673,6397.51
202304,Nomad,MAG2303USD/Simplex/2071,4675.0
202304,Nomura,211899,10450.0
202304,Nova,TGS/NY/SIMP-CH/NLSTD/03/2023,250.0
202304,NYSE Market Data,072027911336MDS,72400.0
202304,NYSE Market Data,819497982319MDS,14687.0
202304,NYSE Tech Connectivity,068054968082NTC,115535.68
202304,OCC,358166,1000.0
202304,OCC,358207,3000.0
202304,Oppenheimer,202303000100371,20774.0
202304,Oppenheimer,202303005510429,4586.0
202304,OPRA,3029561,94.5
202304,OPRA,3028662,252.0
202304,Oscar Gruss,11443,9870.0
202304,OTCeX,I-23819-LLC,5308.0
202304,OTCeX,I-23670-LLC,150.0
202304,Penserra,PN2303SIMPLEX,12964.48
202304,PerformYard Inc.,10184,5500.0
202304,Piper Sandler,20230301,10579.0
202304,PTR INC,INV-000038,9655.0
202304,PUMA Capital,INV2088,1750.0
202304,Quincy Data,QDU/2023/0276,54112.61
202304,Raymond James,C611-20230301-5250.1,17151.5
202304,Refinitiv,900416473,43815.0
202304,Reputation Partners,253942,14805.0
202304,RosenBlatt Secutities,RBLT-820-3-2023,2240.21
202304,RQD Clearing LLC,202303,4931.0
202304,RSM (Holdings),6973103,21000.0
202304,RSM (Trading),6973109,50400.0
202304,Sanford Bernstein,202303,5816.0
202304,Seaport Global,6270,41730.0
202304,Seaport Global,6271,1500.0
202304,Societe Generale (Options),202303,800.0
202304,Sodexo,317173,2322.54
202304,Sodexo,317176,404.54
202304,Sodexo,317183,1968.48
202304,Sodexo,317187,1853.47
202304,SRT Securities,202303SIMPLEX,4507.15
202304,SRT Securities,INV0044791,409.0
202304,SRT Securities (IX),INV0044791,18740.0
202304,Sunrise Brokers,SNF-Mar-2023-000068,25716.0
202304,SVB Leerink,032414,6703.0
202304,Third Coast Productions Inc,4264,2404.54
202304,TJM,PT301-202303,3564.0
202304,TJM,KC141-202303,18081.0
202304,TJM,WB067-202303,8931.0
202304,TradeMas,1969,2325.0
202304,Tradition,TGS/NY/SIMP-CH/ELSTD/03/2023,47522.0
202304,Tullett Prebon,T2/37729U/ESO/0323 -193146,22003.8
202304,Tullett Prebon (Coex),T3/38169U/ESO/0323 -210809,7700.0
202304,Tullett Prebon (Coex),T3/38169U/EQC/0323 -210809,30600.0
202304,UBS (IDB),202303,62775.0
202304,UBS Securities,UBSATS-ATSSXTD-0323,1418.96
202304,UBS Securities,UBSATS-ATSSIMP-0323,568.71
202304,United First Partners,202303-SIMP-CHICAGO,2360.5
202304,Venable LLP,2566004,8334.5
202304,Virtu,13SETX001_20230331,2325.67
202304,Virtu,1SETT001_03-2023,8183.51
202304,Wall St Access ,10016,704.74
202304,WallachBeth,61460323,4800.0
202304,WallachBeth,147360323,1800.0
202304,WallachBeth,143020323,10350.0
202304,WallachBeth,118650323,2807.0
202304,WallachBeth,144880323,200.0
202304,WallachBeth,50010323,2000.0
202304,Wells Fargo Securities,3162,9500.0
202304,Wolverine,WEXQ-1240-MAR-2023,3886.0
202304,XFA,XFA0001131,9564.0
202304,XFA,XFA0001180,3530.0
202304,XFA,XFA0001050,4313.0
202304,XFA,XFA0001190,129393.0
202304,XFA (Futures) N.Miczek,275139427/1-N.Miczek,1400.0
202304,XP Securities,91448657,3453.0
202304,Zayo,2023040008495,35850.82
202304,Zayo,2023040025292,14136.73
202304,,    ,
202305,Anova Technologies,9126,264693.99
202305,Anova Technologies,9082-R,51695.62
202305,Ascensus LLC/Wrangle,T-00024942,1800.0
202305,Axion,202304,965.08
202305,Barclays Capital,0523TR330,629.93
202305,Barnes and Thornburg (Holdings),3101446,9897.81
202305,Barnes and Thornburg (Investments),3101450,44036.5
202305,Barnes and Thornburg (Trading),3101459,2075.0
202305,Bats,SIMP0423-XE,1100.0
202305,Bats,SMPX0423-AE,43.6
202305,Bats,SMPX0423-XE,70.85
202305,Bats,SMPX0423-MD,30255.64
202305,Bats,SIMP0423-MD,94363.17
202305,Bats,SIMP0423-ZE,1100.0
202305,Bats,SMPX0423-ZE,70.85
202305,Bats,SIMP0423-YE,1100.0
202305,Bats,SMPX0423-YE,43.6
202305,Bats,SIMH0423-MD,36540.0
202305,Bats,SMPX1222-ZE,70.85
202305,Bats,SMPX1222-YE,43.6
202305,Bats,SMPX1222-XE,70.85
202305,Bats,SMPX1222-AE,43.6
202305,Baycrest,896-4-2023,12312.0
202305,BGC,BGC-Apr-2023-00002014,6620.0
202305,BGC,BGC-Apr-2023-00002171,1150.0
202305,Bloomberg,5607487051,35000.0
202305,Bloomberg Colin Batko,5607482246,16817.06
202305,BMO,SMPLXTRD_23Apr30,16473.0
202305,BNP Paribus,BNPP_Apr_2023_023_00,3100.0
202305,Bridgeview,TGS/NY/SIMP-CH/BLSTD/04/2023,4915.0
202305,BTIG,48237,5050.0
202305,Canaccord,202304,10957.5
202305,Casey Securities,202304D03S,725.0
202305,Chapdelaine,CE/36293U/ESO/0423,3730.0
202305,Chapdelaine,CE/36293U/ESO/0323 ,7992.5
202305,Chapman and Cutler,2044552,43366.0
202305,CIBC World Markets,GUS04302023,8808.0
202305,Citigroup Global Markets ,SMPLX76823041,2500.0
202305,Citigroup One,SPLX202304,820.57
202305,Cloud9 Technologies LLC,14390,4724.26
202305,CME (Holdings),CI-MD1925001,2939.8
202305,CME (Tech) Auto,CI-00135919,38105.0
202305,CME (Trading - Auto),CI-00136341,22000.0
202305,CME (Trading ),CI-00136209,500.0
202305,CME (Trading ),CI-00136524,1000.0
202305,CME (Trading) Nikolai,CI-00135282,100.0
202305,CME (Trading) Nikolai,CI-00135980,75.0
202305,ComEd,UNIT 8HP2-202304,1904.77
202305,Cowen,24868,27152.0
202305,Crafty,G51171,1002.74
202305,Crafty,G51187,1017.52
202305,Crafty,G51227,960.62
202305,Crafty,G51389,754.86
202305,Crafty,G51282,965.35
202305,Crafty,G51251,933.23
202305,Crafty,G51505,711.84
202305,Crafty,G51479,958.02
202305,Crafty,G51318,1491.57
202305,Crafty,G51525,924.7
202305,Crafty,G51549,698.7
202305,Crafty,G51582,607.23
202305,Crafty,G51598,634.93
202305,Crafty,G51614,850.68
202305,Crafty,G51731,869.21
202305,Crafty,G51710,774.16
202305,Crafty,G51698,780.35
202305,Crafty,G51675,908.34
202305,Crafty,G51642,630.37
202305,Credit Suisse,0423-SIMTGS,400.23
202305,Credit Suisse,0423-SIMTGS2,390.45
202305,Credit Suisse,0423-SIMPBAML,352.18
202305,Credit Suisse,0423-SIMPBAML2,361.73
202305,Crown Castle,1339678,40564.01
202305,Curvature,741391,5159.28
202305,DASH,INV202304095,46427.94
202305,Dealerweb,699111,10250.0
202305,Devexperts Inc.,9537-MDD,2950.0
202305,Dinosaur Group,202304,5550.0
202305,Dow Jones,40168953,13830.37
202305,Dynamex Trading,42441,250.0
202305,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/04/2023,4950.0
202305,Equinix,100210473297,150153.52
202305,Evercore ISI,202304,714.5
202305,FactSet,9KGH2305,2188.32
202305,Fast Market Options,2336,14970.0
202305,Federal Reserve Bank of Chicago,2023308JUNE,7065.09
202305,Fitness Formulas Club,RPWF192-202305,440.0
202305,Fog Equities,202304SIMP,2274.56
202305,Fog Equities,202304SIMP-GS,3770.21
202305,Forte,FSU-INV2471-01,22.5
202305,GFI,GFI-Apr-2023-0000937,11037.5
202305,GFI A.Cozzie,GFI-Apr-2023-00002569,1000.0
202305,Goldman Sachs,115560GSCO0423USD1,1290.84
202305,Good game operations LLC,38,3466.66
202305,GTT Americas ,INV7640847,558.66
202305,GuavaTech,1-25819,1259.2
202305,Guggenheim,EQOP2023-202,650.0
202305,Hamilton,SIMApr23-102482,2640.0
202305,ICAP,NE/36293U/ESO/0423,27465.0
202305,ICE Data,193648374940CHA,35000.0
202305,Instinet,E004TR2304,561678.74
202305,Intelligent Cross,SXTD202305,5998.51
202305,Intelligent Cross,SIMP202305,4715.19
202305,Interactive Brokers,54443,233665.35
202305,INTL FCStone,DAL-SIMPLE0423-1,5346.0
202305,INTL FCStone,CHI-SIMPLE0423,337.5
202305,INTL FCStone,MIT-SIMPLE0423,342.5
202305,Investors Exchange LLC,INV9277,3000.0
202305,Jefferies,010-551-SIMP5-April 2023,18034.0
202305,Jones Trading,0423-SIMPLX,6693.0
202305,JP Morgan (ECS),ECS00153202304,286.36
202305,Katten Muchin Rosenman LLP,9020128293,333.0
202305,Katten Muchin Rosenman LLP,9020128305,59177.5
202305,Katten Muchin Rosenman LLP,9020128314,4615.5
202305,Katten Muchin Rosenman LLP,9020128298,1891.5
202305,Lakeshore Securities,0423-0103KK4V          ,14383.5
202305,Level,2023040079,758.53
202305,Level,2023040075,254.82
202305,Libucki,202304SIMP,10545.79
202305,Magen,MAG2304USD/Simplex/2300,15750.0
202305,Marex,100410-202304,26691.5
202305,Mark IV Brokerage LLC,Simplex202304,8623.0
202305,Market Securities,LMOR00000544,1966.0
202305,Matrix Executions (Brian Schaer),8140423,15351.95
202305,Matrix Executions (Consolidator),6220423,35803.82
202305,Matrix Executions (Consolidator),6220423-3,28300.14
202305,Matrix Executions (HT),6040423,30984.0
202305,Maxim,202304,2962.5
202305,Mayer Brown,100077805,27386.0
202305,Memx LLC,C0001621,6397.5
202305,Memx LLC,MD0001091,5373.7
202305,Miax Equities,H097 20230401 - 20230430,8000.0
202305,Mizuho,2670423,497.0
202305,Nasdaq Stock Market,0523PSX327376,1000.0
202305,Nasdaq Stock Market,0523BSX327222,1000.0
202305,Nasdaq Stock Market,0523NQX328197,144564.03
202305,Nasdaq Stock Market,0523UTP326639,6397.51
202305,Nasdaq Stock Market,0523MDD002108,76788.72
202305,Nomad,MAG2304USD/Simplex/2301,5437.5
202305,Nomura,212074,19956.0
202305,NYSE Market Data,072021991320MDS,72400.0
202305,NYSE Market Data,819492139620MDS,14481.0
202305,NYSE Tech Connectivity,068050621251NTC,117657.9
202305,OCC,360177,3000.0
202305,OCC,360226,1000.0
202305,Oppenheimer,202304000100371,23975.0
202305,Oppenheimer,202304005510429,10777.0
202305,OPRA,3034160,252.0
202305,Oscar Gruss,11650,6247.5
202305,OTCeX,I-23911-LLC,4350.0
202305,OTCeX,I-24058-LLC,600.0
202305,"Patzik, Frank & Samotny",199444,11002.5
202305,Penserra,PN2304SIMPLEX,7456.64
202305,Piper Sandler,20230401,570.0
202305,PTR INC,AMEX042023,13260.0
202305,Raymond James,C611-20230401-5299.1,14836.0
202305,Reputation Partners,253982,12480.0
202305,RosenBlatt Secutities,RBLT-820-4-2023,2261.44
202305,RQD Clearing LLC,202304,3686.0
202305,RSM (Holdings),7009010,60640.0
202305,RSM (Holdings),7009105,30000.0
202305,Sanford Bernstein,202304,3204.0
202305,Seaport Global,6339,16248.0
202305,Seaport Global,6340,8419.5
202305,Societe Generale (Options),202304,2300.0
202305,Sodexo,317191,2405.95
202305,Sodexo,317205,2227.98
202305,Sodexo,317207,2142.12
202305,Sodexo,317214,2270.61
202305,Sodexo,317189,2386.53
202305,Sodexo,317215,2278.28
202305,SRT Securities,202304SIMPLEX,2655.58
202305,SRT Securities,INV0044903,125.0
202305,SRT Securities (IX),INV0044903,14279.0
202305,Steptoe & Johnson ,30050706,63550.49
202305,Steptoe & Johnson ,30051503,38367.5
202305,Stone X,GV-1140,106875.0
202305,Stone X,GV-1145,278100.0
202305,Stone X,GV-1150,45000.0
202305,Sunrise Brokers,SNF-Apr-2023-000065,12760.0
202305,SVB Leerink,032619,2473.0
202305,"Swanson, Martin & Bell",1615396,225.0
202305,TJM,HA44-202304,900.0
202305,TJM,PT301-202304,3476.0
202305,TJM,KC141-202304,8610.0
202305,TJM,WB067-202304,9619.0
202305,Tradition,TGS/NY/SIMP-CH/ELSTD/04/2023,25720.0
202305,Tullett Prebon,T2/37729U/ESO/0423,15109.5
202305,Tullett Prebon (Coex),T3/38169U/ESO/0423,1000.0
202305,UBS (IDB),202304,34144.0
202305,United First Partners,202304-SIMP-CHICAGO,800.0
202305,Venable LLP,2575617,5591.5
202305,Virtu,13SETX001_20230430,2265.36
202305,Virtu,1SETT001_04-2023,8709.13
202305,Wall St Access ,10020,2433.15
202305,WallachBeth,135670423,245.7
202305,WallachBeth,118650423,2812.0
202305,WallachBeth,121690423,1500.0
202305,WallachBeth,143020423,4225.0
202305,WallachBeth,61460423,400.0
202305,Wells Fargo Securities,3195,4600.0
202305,Wolverine,WEXQ-1240-APR-2023,1582.0
202305,XFA,XFA0001380,6381.5
202305,XFA,XFA0001302,2734.0
202305,XFA,XFA0001419,97559.9
202305,XFA IDB,XFA0001494,25.0
202305,XFA IDB,XFA0001457,5159.5
202305,XP Securities,91471717,300.0
202305,Zayo,2023050025292,14136.73
202305,Zayo,2023050008495,35850.82
202305,,    ,
202306,Anova Technologies,9169,264693.99
202306,Axion,202305,874.33
202306,Bank of America Securities,202305,1250.0
202306,Barclays Capital,0623TR330,404.78
202306,Barnes and Thornburg (Holdings),3109382,4052.5
202306,Barnes and Thornburg (Holdings),3109383,6657.91
202306,Barnes and Thornburg (Holdings),3109380,62.0
202306,Barnes and Thornburg (Investments),3109385,49688.17
202306,Bats,SIMP0523-ZE,1100.0
202306,Bats,SMPX0523-ZE,70.85
202306,Bats,SIMP0523-XE,1100.0
202306,Bats,SMPX0523-XE,70.85
202306,Bats,SMPX0523-AE,43.6
202306,Bats,SIMP0523-AE,1100.0
202306,Bats,SIMP0523-YE,1100.0
202306,Bats,SMPX0523-YE,43.6
202306,Bats,SMPX0523-MD,30255.64
202306,Bats,SIMP0523-MD,94363.17
202306,Bats,SIMH0523-MD,36540.0
202306,Baycrest,896-5-2023,6765.0
202306,BGC,BGC-May-2023-00003613,1500.0
202306,BGC,BGC-May-2023-00003613,9785.0
202306,BGC,BGC-May-2023-00002172,160.0
202306,BGC,BGC-May-2023-00002874,429.0
202306,Bloomberg,5607534532,35000.0
202306,Bloomberg,5607555147,6365.52
202306,Bloomberg Colin Batko,5607533141,20360.7
202306,BMO,SMPLXTRD_23May31_USD_01,5322.0
202306,BNP Paribus,BNPP_May_2023_023_00,3150.0
202306,BofAS Concentration Account,432406,619.39
202306,BofAS Concentration Account,432409,331991.02
202306,BofAS Concentration Account,439778,386.4
202306,Bridgeview,TGS/NY/SIMP-CH/BLSTD/05/2023,6157.5
202306,BTIG,48579,11050.0
202306,Cable Plus,1073469,1926.28
202306,Canaccord,202305,6415.0
202306,Cantor Fitzgerald,CFE-Apr-2023-000086,245.0
202306,Cantor Fitzgerald,CFE-May-2023-000084,700.0
202306,Casey Securities,202305D03S,550.0
202306,Chapdelaine,CE/36293U/ESO/0523,6702.5
202306,Chemical Personal Search,206090-12/FL,25500.0
202306,CIBC World Markets,GUS05312023,2830.0
202306,Citigroup Global Markets ,SPLX202305,928.41
202306,Cloud9 Technologies LLC,15571,5115.65
202306,CME (Holdings),CI-MD1950314,3687.0
202306,CME (Tech) Auto,CI-00137229,37705.0
202306,CME (Trading - Auto),CI-00137605,22000.0
202306,CME (Trading ),CI-00137474,500.0
202306,CME (Trading ),CI-00137784,1000.0
202306,Cogent,SIMPLEXI90001-202305,1326.2
202306,Comed, UNIT 2TMC1-2021306,722.92
202306,Cowen,202305,6734.5
202306,Crafty,G51802,846.44
202306,Crafty,G51749,839.06
202306,Crafty,G51767,636.55
202306,Crafty,G51834,896.83
202306,Crafty,G51919,968.1
202306,Crafty,G51988,763.38
202306,Crafty,G52099,1101.89
202306,Crafty,G51870,1497.49
202306,Crafty,G52160,1455.07
202306,Crafty,G52252,660.68
202306,Crafty,G52278,1189.18
202306,Crafty,G52212,754.48
202306,Crafty,G52186,797.22
202306,Crafty,G52175,816.67
202306,Crafty,G52381,878.43
202306,Crafty,G52356,834.9
202306,Crafty,G52309,1011.18
202306,Credit Suisse,0523-SIMTGS,412.04
202306,Credit Suisse,0523-SIMPBAML,412.18
202306,Credit Suisse,0523-SIMPBAML2,298.74
202306,Credit Suisse,0523-SIMTGS2,308.99
202306,Crown Castle,1361461,14249.97
202306,D and D Securities,202305,280.0
202306,DASH,INV202305257,57423.93
202306,Dealerweb,711561,23500.0
202306,Dow Jones,40169350,13830.37
202306,Dynamex Trading,52441,625.0
202306,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/05/2023,7712.5
202306,Equinix,100210479220,171252.67
202306,Evercore ISI,202305,3187.0
202306,"F.E. MORAN, INC.",001-302301822,682.0
202306,FactSet,9KGH2306,2188.32
202306,Fast Market Options,2339,12440.0
202306,Federal Reserve Bank of Chicago,2023308JULY,7065.09
202306,Fitness Formulas Club,RPWF192-202306,440.0
202306,Fog Equities,202305SIMP-GS,4741.84
202306,Fog Equities,202305SIMP,2647.69
202306,Forte,FSU-INV2493-01,100.0
202306,GFI,GFI-May-2023-0000944,5626.5
202306,GFI A.Cozzie,GFI-May-2023-00002660,1100.0
202306,Goldman Sachs,115560GSCO0523USD1,1618.38
202306,GTT Americas ,INV7750614,558.66
202306,GuavaTech,1-25931,1259.2
202306,Guggenheim,EQOP2023-262,6471.0
202306,Hamilton,SIMMay23-102542,2500.0
202306,Hudson Fiber/Extenet Telecom Solutions,FTI-000015391,11551.12
202306,ICAP,NE/36293U/ESO/0523,39481.25
202306,ICE Data,193643944804CHA,3500.0
202306,Instinet,E004TR2305,670196.43
202306,Intelligent Cross,SXTD202306,10043.68
202306,Intelligent Cross,SIMP202306,8402.74
202306,Interactive Brokers,54656,258175.66
202306,INTL FCStone,MIT-SIMPLE0523,375.0
202306,INTL FCStone,DAL-SIMPLE0523-1,750.0
202306,Investors Exchange LLC,INV9354,3000.0
